subtitle,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,is_new_development,has_lift,is_exterior,has_parking
Hortaleza,447.0,7,7.0,2150000,4810,mansion,True,False,False,False,True
Pinar del Rey,87.0,3,1.0,210000,2414,multi-storey building,True,False,True,True,False
Sanchinarro,132.0,3,2.0,579000,4386,multi-storey building,False,False,True,True,True
Canillas,50.0,1,1.0,198000,3960,multi-storey building,False,False,True,True,True
Virgen del Cortijo - Manoteras,100.0,1,1.0,260000,2600,duplex,False,False,True,True,True
Palomas,110.0,2,2.0,390000,3545,multi-storey building,False,False,True,True,False
Sanchinarro,92.0,3,2.0,595000,6467,penthouse,False,False,True,True,True
Palomas,303.0,4,4.0,990000,3267,mansion,False,False,False,False,True
Palomas,163.0,4,3.0,600000,3681,multi-storey building,False,False,True,True,True
Hortaleza,724.0,6,7.0,3500000,4834,mansion,False,False,False,False,True
Pinar del Rey,115.0,4,2.0,330000,2870,multi-storey building,False,False,True,True,False
Hortaleza,170.0,3,3.0,915000,5382,duplex,False,False,True,True,True
Conde Orgaz-Piovera,92.0,2,2.0,470000,5109,multi-storey building,True,False,True,True,True
Hortaleza,200.0,4,3.0,1500000,7500,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,110.0,3,2.0,695000,6318,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,75.0,1,1.0,410000,5467,multi-storey building,False,False,True,True,True
Palomas,135.0,3,3.0,765000,5667,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,200.0,3,3.0,950000,4750,penthouse,False,False,True,True,True
Hortaleza,740.0,5,7.0,3200000,4324,mansion,False,False,False,False,True
Conde Orgaz-Piovera,650.0,5,2.0,3960000,6092,mansion,False,False,False,False,True
Hortaleza,361.0,5,5.0,1390000,3850,mansion,False,False,False,False,True
Hortaleza,433.0,4,4.0,1295000,2991,mansion,False,False,False,False,True
Hortaleza,440.0,5,4.0,1300000,2955,mansion,True,False,False,False,True
Hortaleza,450.0,6,5.0,1575000,3500,mansion,False,False,False,False,True
Hortaleza,385.0,7,6.0,1480000,3844,mansion,False,False,False,False,True
Hortaleza,,9,8.0,5150000,3679,mansion,False,False,False,False,True
Hortaleza,348.0,4,7.0,2890000,8305,penthouse,False,False,True,True,True
Hortaleza,400.0,6,5.0,1570000,3925,mansion,False,False,False,False,True
Hortaleza,480.0,5,5.0,1750000,3646,mansion,False,False,False,False,True
Hortaleza,65.0,2,1.0,222000,3415,multi-storey building,False,False,False,True,False
Canillas,381.0,5,7.0,950000,2493,mansion,False,False,False,False,True
Conde Orgaz-Piovera,740.0,5,7.0,3200000,4324,mansion,False,False,False,False,True
Sanchinarro,103.0,2,2.0,400000,3883,multi-storey building,True,False,True,True,False
Sanchinarro,101.0,2,2.0,400000,3960,multi-storey building,False,False,True,True,True
Hortaleza,125.0,3,3.0,720000,5760,duplex,False,False,True,True,True
Hortaleza,465.0,5,6.0,1390000,2989,mansion,False,False,False,False,True
Hortaleza,753.0,5,5.0,2800000,3718,mansion,False,False,False,False,True
Hortaleza,400.0,5,5.0,1590000,3975,mansion,False,False,False,False,True
Hortaleza,114.0,3,2.0,520000,4561,multi-storey building,False,False,True,True,True
Hortaleza,,5,5.0,2900000,2636,mansion,False,False,False,False,True
Hortaleza,401.0,5,5.0,1490000,3716,mansion,False,False,False,False,True
Hortaleza,400.0,6,6.0,1500000,3750,mansion,False,False,False,False,True
Hortaleza,292.0,4,5.0,2097000,7182,multi-storey building,False,False,True,False,True
Pinar del Rey,90.0,3,1.0,285000,3167,multi-storey building,True,False,True,True,False
Pinar del Rey,120.0,4,2.0,408300,3402,multi-storey building,True,False,True,True,False
Canillas,61.0,3,1.0,214000,3508,multi-storey building,False,False,True,True,False
Hortaleza,170.0,4,2.0,650000,3824,multi-storey building,False,False,True,True,True
Canillas,118.0,3,2.0,459000,3890,multi-storey building,False,False,True,True,True
Hortaleza,76.0,3,1.0,170000,2237,multi-storey building,True,False,False,True,False
Hortaleza,85.0,3,2.0,299500,3524,multi-storey building,False,False,True,True,False
Hortaleza,78.0,3,1.0,185000,2372,multi-storey building,False,False,False,False,False
Hortaleza,60.0,2,1.0,155000,2583,multi-storey building,True,False,False,True,False
Hortaleza,247.0,4,3.0,776000,3142,multi-storey building,False,False,True,True,True
Hortaleza,41.0,1,1.0,152500,3720,multi-storey building,False,False,True,True,False
Pinar del Rey,38.0,1,1.0,169000,4447,mansion,False,False,False,False,False
Canillas,109.0,3,1.0,299000,2743,multi-storey building,False,False,True,True,False
Hortaleza,284.0,4,4.0,1160000,4085,duplex,False,False,True,True,True
Hortaleza,341.0,3,3.0,2100000,6158,mansion,True,False,False,False,True
Hortaleza,55.0,1,1.0,280000,5091,multi-storey building,False,False,True,True,False
Sanchinarro,110.0,3,2.0,485000,4409,multi-storey building,False,False,True,True,True
Pinar del Rey,47.0,1,1.0,163000,3468,multi-storey building,False,False,True,True,False
Hortaleza,65.0,2,1.0,185000,2846,multi-storey building,False,False,False,True,False
Hortaleza,56.0,2,1.0,155000,2768,multi-storey building,False,False,False,True,False
Hortaleza,335.0,4,3.0,765000,2284,mansion,False,False,False,False,True
Hortaleza,480.0,6,5.0,1675000,3490,mansion,False,False,False,False,True
Hortaleza,35.0,1,1.0,135000,3857,multi-storey building,False,False,True,True,False
Hortaleza,400.0,5,5.0,1590000,3975,mansion,False,False,False,False,True
Valdebebas - Valdefuentes,600.0,5,3.0,680000,1133,mansion,False,False,False,False,True
Pinar del Rey,124.0,3,2.0,599000,4831,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,110.0,2,2.0,510000,4636,multi-storey building,False,False,True,True,True
Hortaleza,180.0,4,2.0,675000,3750,multi-storey building,False,False,True,True,True
Hortaleza,57.0,2,1.0,175000,3070,multi-storey building,False,False,False,True,False
Sanchinarro,110.0,2,2.0,439000,3991,multi-storey building,True,False,True,True,True
Conde Orgaz-Piovera,476.0,6,6.0,2600000,5462,mansion,False,False,False,False,True
Canillas,478.0,5,6.0,1400000,2929,mansion,False,False,False,False,True
Conde Orgaz-Piovera,83.0,2,1.0,425000,5120,multi-storey building,False,False,True,True,True
Canillas,558.0,8,6.0,1500000,2688,mansion,False,False,False,False,True
Canillas,370.0,6,5.0,870000,2351,mansion,True,False,False,False,False
Palomas,163.0,4,3.0,450000,2761,multi-storey building,False,False,True,True,True
Hortaleza,125.0,3,3.0,750000,6000,duplex,False,False,True,True,True
Pinar del Rey,59.0,3,1.0,142200,2410,multi-storey building,False,False,False,True,False
Virgen del Cortijo - Manoteras,117.0,2,2.0,450000,3846,multi-storey building,False,False,True,True,True
Canillas,96.0,3,2.0,319000,3323,multi-storey building,True,False,True,True,True
Hortaleza,110.0,3,2.0,384000,3491,multi-storey building,False,False,True,True,True
Hortaleza,900.0,5,7.0,1850000,2056,mansion,False,False,False,False,True
Apóstol Santiago,60.0,1,1.0,129000,2150,multi-storey building,False,False,True,True,False
Hortaleza,760.0,6,6.0,4000000,5263,mansion,False,False,False,False,True
Hortaleza,625.0,6,3.0,990000,1584,mansion,False,False,False,False,False
Hortaleza,450.0,5,7.0,2150000,4778,mansion,False,False,False,False,True
Hortaleza,323.0,4,5.0,2150000,6656,multi-storey building,False,False,True,True,True
Hortaleza,470.0,7,7.0,2000000,4255,mansion,False,False,False,False,True
Hortaleza,272.0,4,4.0,1450000,5331,multi-storey building,False,False,True,True,False
Hortaleza,960.0,7,5.0,2600000,2708,mansion,False,False,False,False,True
Hortaleza,950.0,6,5.0,3850000,4053,mansion,False,False,False,False,True
Hortaleza,720.0,6,6.0,3960000,5500,mansion,False,False,False,False,True
Valdebebas - Valdefuentes,129.0,2,2.0,494000,3829,multi-storey building,False,True,True,True,False
Apóstol Santiago,124.0,3,2.0,550000,4435,multi-storey building,False,False,True,True,True
Sanchinarro,66.0,1,1.0,250000,3788,duplex,False,False,True,True,True
Pinar del Rey,55.0,2,1.0,164000,2982,multi-storey building,False,False,False,False,False
Virgen del Cortijo - Manoteras,130.0,0,1.0,260000,2000,duplex,False,False,True,True,True
Canillas,110.0,3,1.0,279900,2545,multi-storey building,True,False,True,False,False
Valdebebas - Valdefuentes,106.0,2,2.0,339000,3198,multi-storey building,False,False,True,True,False
Pinar del Rey,63.0,2,1.0,238000,3778,multi-storey building,False,False,True,True,False
Valdebebas - Valdefuentes,177.0,4,3.0,680000,3842,multi-storey building,False,False,True,True,False
Apóstol Santiago,74.0,3,1.0,165000,2230,multi-storey building,False,False,False,True,False
Hortaleza,580.0,5,5.0,1850000,3190,mansion,True,False,False,False,True
Hortaleza,750.0,7,5.0,3100000,4133,mansion,False,False,False,False,False
Hortaleza,600.0,5,4.0,2500000,4167,mansion,False,False,False,False,True
Apóstol Santiago,102.0,4,2.0,290000,2843,multi-storey building,True,False,True,True,True
Sanchinarro,108.0,3,2.0,480000,4444,multi-storey building,False,False,True,True,True
Virgen del Cortijo - Manoteras,103.0,2,2.0,399000,3874,multi-storey building,False,False,True,True,True
Canillas,65.0,3,1.0,149000,2292,multi-storey building,True,False,False,True,False
Conde Orgaz-Piovera,845.0,6,5.0,1850000,2189,mansion,False,False,False,False,True
Hortaleza,77.0,2,1.0,160000,2078,multi-storey building,True,False,False,True,False
Hortaleza,125.0,3,3.0,720000,5760,duplex,False,False,True,True,True
Sanchinarro,101.0,2,2.0,420000,4158,multi-storey building,False,False,True,True,True
Sanchinarro,134.0,3,2.0,570000,4254,multi-storey building,False,False,True,True,True
Sanchinarro,140.0,3,2.0,549000,3921,multi-storey building,False,False,True,True,True
Pinar del Rey,74.0,2,1.0,184000,2486,multi-storey building,False,False,False,False,False
Hortaleza,371.0,7,5.0,1100000,2965,mansion,False,False,False,False,True
Pinar del Rey,76.0,2,1.0,190000,2500,multi-storey building,False,False,True,True,False
Pinar del Rey,83.0,3,1.0,308000,3711,multi-storey building,False,False,True,True,False
Pinar del Rey,83.0,3,2.0,292000,3518,multi-storey building,False,False,True,True,False
Pinar del Rey,80.0,2,1.0,351000,4388,multi-storey building,False,True,True,True,True
Pinar del Rey,65.0,2,1.0,337000,5185,multi-storey building,False,True,True,True,True
Hortaleza,164.0,4,2.0,590000,3598,multi-storey building,False,False,True,True,True
Valdebebas - Valdefuentes,144.0,3,2.0,571300,3967,multi-storey building,False,True,True,False,True
Valdebebas - Valdefuentes,142.0,3,2.0,534300,3763,multi-storey building,False,True,True,False,True
Canillas,95.0,3,2.0,507000,5337,multi-storey building,False,True,True,True,True
Canillas,111.0,3,1.0,359900,3242,multi-storey building,False,False,True,True,True
Pinar del Rey,94.0,3,1.0,239000,2543,multi-storey building,True,False,True,True,False
Canillas,77.0,3,1.0,210000,2727,multi-storey building,True,False,True,False,False
Sanchinarro,112.0,3,2.0,495000,4420,multi-storey building,False,False,True,True,True
Sanchinarro,130.0,3,2.0,495000,3808,multi-storey building,False,False,True,True,True
Virgen del Cortijo - Manoteras,50.0,0,1.0,232500,4650,,False,False,True,True,True
Pinar del Rey,73.0,2,1.0,166000,2274,multi-storey building,True,False,False,True,False
Virgen del Cortijo - Manoteras,269.0,4,3.0,975000,3625,duplex,False,False,False,True,False
Palomas,217.0,4,2.0,669000,3083,multi-storey building,False,False,True,True,True
Palomas,252.0,3,3.0,850000,3373,duplex,False,False,True,True,True
Palomas,390.0,4,4.0,990000,2538,mansion,False,False,False,False,True
Sanchinarro,116.0,3,2.0,522000,4500,multi-storey building,False,False,True,False,True
Sanchinarro,72.0,2,1.0,399900,5554,penthouse,False,False,True,True,True
Apóstol Santiago,143.0,4,2.0,359000,2510,mansion,True,False,False,False,False
Apóstol Santiago,90.0,4,2.0,245000,2722,multi-storey building,False,False,True,True,False
Pinar del Rey,66.0,3,1.0,187000,2833,multi-storey building,False,False,True,True,False
Pinar del Rey,93.0,2,2.0,329000,3538,multi-storey building,False,False,True,True,True
Apóstol Santiago,69.0,2,1.0,384000,5565,multi-storey building,False,False,True,True,False
Pinar del Rey,140.0,4,2.0,442000,3157,multi-storey building,False,False,True,True,True
Hortaleza,335.0,4,3.0,765000,2284,mansion,False,False,False,False,True
Hortaleza,170.0,4,3.0,715000,4206,mansion,False,False,False,False,True
Hortaleza,258.0,6,3.0,1390000,5388,mansion,False,False,False,False,True
Canillas,112.0,3,2.0,410000,3661,multi-storey building,False,False,True,True,True
Sanchinarro,123.0,3,2.0,575800,4681,multi-storey building,False,False,True,True,True
Pinar del Rey,57.0,3,1.0,179000,3140,multi-storey building,False,False,False,True,False
Conde Orgaz-Piovera,600.0,4,7.0,1850000,3083,mansion,False,False,False,False,True
Palomas,122.0,3,2.0,600000,4918,multi-storey building,False,False,True,True,True
Hortaleza,48.0,1,1.0,198000,4125,multi-storey building,False,False,True,True,False
Hortaleza,93.0,1,1.0,249000,2677,multi-storey building,False,False,True,True,True
Hortaleza,845.0,5,5.0,1825000,2160,mansion,False,False,False,False,True
Conde Orgaz-Piovera,452.0,5,5.0,1800000,3982,mansion,False,False,False,False,True
Sanchinarro,80.0,2,2.0,437000,5462,multi-storey building,False,False,True,True,True
Sanchinarro,60.0,0,1.0,210000,3500,,False,False,True,True,True
Hortaleza,72.0,1,1.0,230000,3194,multi-storey building,False,False,True,True,False
Hortaleza,550.0,5,6.0,1700000,3091,mansion,False,False,False,False,True
Hortaleza,276.0,5,4.0,825000,2989,mansion,False,False,False,False,True
Conde Orgaz-Piovera,429.0,6,5.0,1350000,3147,mansion,False,False,False,False,True
Hortaleza,130.0,3,2.0,620000,4769,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,235.0,4,4.0,945000,4021,multi-storey building,False,False,True,True,True
Valdebebas - Valdefuentes,152.0,3,2.0,535000,3520,multi-storey building,False,True,True,True,False
Hortaleza,,7,7.0,3000000,2727,mansion,True,False,False,False,True
Canillas,115.0,3,1.0,290000,2522,multi-storey building,True,False,True,False,False
Hortaleza,600.0,5,5.0,1950000,3250,mansion,False,False,False,False,True
Sanchinarro,136.0,3,2.0,570000,4191,multi-storey building,False,False,True,True,True
Pinar del Rey,310.0,4,2.0,960000,3097,mansion,False,False,False,False,True
Conde Orgaz-Piovera,110.0,2,2.0,545000,4955,multi-storey building,False,False,True,True,False
Canillas,85.0,3,1.0,239000,2812,multi-storey building,False,False,False,True,False
Palomas,116.0,2,2.0,495000,4267,multi-storey building,False,False,True,True,True
Hortaleza,724.0,6,7.0,3500000,4834,mansion,False,False,False,False,True
Palomas,159.0,3,2.0,749000,4711,multi-storey building,False,False,True,True,True
Sanchinarro,93.0,3,2.0,458000,4925,multi-storey building,False,False,True,True,True
Conde Orgaz-Piovera,554.0,5,4.0,2200000,3971,mansion,False,False,False,False,True
Conde Orgaz-Piovera,466.0,6,5.0,2900000,6223,mansion,False,False,False,False,True
Palomas,227.0,3,3.0,710000,3128,multi-storey building,False,False,True,True,True
Hortaleza,107.0,2,2.0,455000,4252,multi-storey building,False,False,True,True,True
Hortaleza,150.0,3,2.0,685000,4567,multi-storey building,False,False,True,True,True
Hortaleza,36.0,0,1.0,170000,4722,,False,False,False,True,False
Conde Orgaz-Piovera,137.0,1,2.0,750000,5474,multi-storey building,False,False,True,True,True
Pinar del Rey,157.0,3,2.0,375000,2389,mansion,True,False,False,False,False
Canillas,72.0,1,1.0,286242,3976,multi-storey building,False,False,True,True,False
Canillas,90.0,3,2.0,309000,3433,multi-storey building,False,False,True,True,False
Canillas,65.0,1,1.0,268000,4123,multi-storey building,True,False,True,False,False
Hortaleza,700.0,5,5.0,1850000,2643,mansion,False,False,False,False,False
Hortaleza,460.0,5,4.0,2900000,6304,mansion,False,False,False,False,False
Hortaleza,600.0,5,5.0,3000000,5000,mansion,False,False,False,False,False
Conde Orgaz-Piovera,,8,5.0,3850000,3632,mansion,False,False,False,False,True
Hortaleza,311.0,7,5.0,1250000,4019,mansion,False,False,False,False,True
Hortaleza,850.0,6,8.0,2500000,2941,mansion,False,False,False,False,True
Hortaleza,750.0,6,7.0,3100000,4133,mansion,False,False,False,False,True
Hortaleza,452.0,6,6.0,1800000,3982,mansion,False,False,False,False,True
Hortaleza,201.0,3,4.0,960000,4776,multi-storey building,False,False,True,True,True
Hortaleza,800.0,7,6.0,2300000,2875,mansion,False,False,False,False,True
Conde Orgaz-Piovera,,5,6.0,4500000,4500,mansion,False,False,False,False,True
Hortaleza,110.0,2,2.0,510000,4636,multi-storey building,False,False,True,True,True
Hortaleza,384.0,5,6.0,1675000,4362,mansion,False,False,False,False,True
Hortaleza,225.0,4,4.0,1500000,6667,multi-storey building,False,False,True,True,True
Hortaleza,173.0,2,2.0,1050000,6069,duplex,False,False,True,True,False
